,coef,SE (OLS),t (OLS),p (OLS),SE (HAC),t (HAC),p (HAC)
const,-133.62468904970484,30.58010908152842,-4.3696603139463415,1.802292147132655e-05,51.56866382302777,-2.5911993668921727,0.009564206590428004
temp_anom,13.939201676214097,1.271155406115658,10.965773035422089,3.108177132821436e-23,2.1367936357605726,6.5234196896381915,6.872213909048241e-11
evap,-0.0012208787462056891,0.02600676185207739,-0.04694466589688738,0.9625935061215094,0.030495203559118726,-0.040035107286261085,0.9680651371526052
co2_avg,0.31222426636144984,0.08256527738143338,3.7815444489944916,0.00019356569118056722,0.13863133625686075,2.2521911336333824,0.024310196085336244
trend,0.21869081396876747,0.016091877860073718,13.590136332775126,4.0565967191641633e-32,0.02872214086934017,7.6140150890427485,2.6645352591003757e-14
